run_id,return_value
1,-19.887509944813626
2,8.5
3,-13.882795227626277
4,-4.599737501614847
5,-5.369750626534105
6,-9.783151211356547
7,-15.266623556353185
8,-10.293993650788721
9,-17.016792290387222
10,-7.4563899434246785
11,-5.369750626534105
12,-12.489677307726339
13,-17.5701586754722
14,-8.083570446253445
15,-16.85978135830234
16,-9.245422327743734
17,-16.69450669294983
18,-18.020879054663826
19,-17.5701586754722
20,-13.882795227626277
21,-19.47846186152587
22,-8.083570446253445
23,-19.635790466568196
24,-8.083570446253445
25,-16.69450669294983
26,-18.020879054663826
27,-19.80319570458721
28,-16.144635303046893
29,-14.479222692932712
30,-13.56083708171187
31,-12.094397166027727
32,-15.266623556353185
33,-19.887509944813626
34,-19.887509944813626
35,-19.887509944813626
36,-15.503292378535525
37,-14.188655466244962
38,-18.119835101930633
39,-18.617906030391424
40,-14.188655466244962
41,-15.94172137162831
42,-19.290513002353087
43,-6.796199940447029
44,-18.984033930859017
45,-19.887509944813626
46,-8.679391923940772
47,-8.679391923940772
48,-13.221933770223021
49,-19.32598735223543
50,-16.144635303046893
51,-19.887509944813626
52,-19.718181605774696
53,-18.2138433468341
54,-19.887509944813626
55,-9.783151211356547
56,-14.755261558286076
57,-19.887509944813626
58,-6.1012630952074005
59,-15.503292378535525
60,-15.72812775960875
61,-17.5701586754722
62,-4.599737501614847
63,-13.56083708171187
64,-15.94172137162831
65,-19.887509944813626
66,-4.599737501614847
67,-18.119835101930633
68,-19.887509944813626
69,-19.946551233437454
70,-22.384016102910127
71,-19.887509944813626
72,-18.815027182806848
73,-19.74565889921166
74,-19.887509944813626
75,-7.4563899434246785
76,-19.451012485816705
77,-16.520533360999824
78,-19.32598735223543
79,-19.290513002353087
80,-19.887509944813626
81,-19.887509944813626
82,-19.887509944813626
83,-10.779293968249283
84,-18.930562032483177
85,-17.016792290387222
86,-7.4563899434246785
87,-14.188655466244962
88,-22.140606752495717
89,-23.28369236763139
90,-19.887509944813626
91,-17.016792290387222
92,-19.887509944813626
93,-9.245422327743734
94,-16.69450669294983
95,-19.887509944813626
96,-19.887509944813626
97,-16.69450669294983
98,-19.451012485816705
99,7.075
100,-12.094397166027727
