run_id,return_value
1,-19.887509944813626
2,-19.887509944813626
3,-19.451012485816705
4,-19.887509944813626
5,-19.887509944813626
6,-19.42211840612285
7,-3.789197370120892
8,-9.783151211356547
9,-15.94172137162831
10,-19.687735851273903
11,-19.887509944813626
12,-19.887509944813626
13,-18.119835101930633
14,-17.69165074169859
15,-13.56083708171187
16,-19.290513002353087
17,-19.887509944813626
18,-19.50453876844957
19,-19.887509944813626
20,-15.017498480371772
21,-18.387993620517772
22,-20.1770602745188
23,-18.617906030391424
24,-9.783151211356547
25,-19.74565889921166
26,-19.229655373689415
27,-18.75266019242826
28,-19.42211840612285
29,-19.887509944813626
30,-19.887509944813626
31,-16.144635303046893
32,-19.813035919357848
33,-16.144635303046893
34,-19.887509944813626
35,-18.468593939491885
36,-19.887509944813626
37,-19.451012485816705
38,-18.303151179492396
39,-19.575203926599446
40,-19.887509944813626
41,-19.35968798462366
42,-18.119835101930633
43,-14.188655466244962
44,-19.034832234316063
45,-18.2138433468341
46,-19.887509944813626
47,-19.77045715653852
48,-12.489677307726339
49,-19.718181605774696
50,-17.916714794382976
51,-19.703349058710206
52,-11.240329269836817
53,-18.303151179492396
54,-18.930562032483177
55,-19.635790466568196
56,-12.865193442340022
57,-19.687735851273903
58,-17.916714794382976
59,-15.017498480371772
60,-15.503292378535525
61,-8.083570446253445
62,-14.188655466244962
63,-19.718181605774696
64,-17.80706820461366
65,-13.882795227626277
66,-12.489677307726339
67,-19.887509944813626
68,-18.68701072887185
69,-15.266623556353185
70,-19.552846238525735
71,-19.887509944813626
72,-11.678312806344977
73,-19.887509944813626
74,-19.887509944813626
75,-18.75266019242826
76,-9.783151211356547
77,-4.599737501614847
78,-20.148829117372546
79,-12.489677307726339
80,-19.887509944813626
81,-17.69165074169859
82,-19.887509944813626
83,-19.887509944813626
84,-15.503292378535525
85,-18.2138433468341
86,5.721249999999999
87,-15.503292378535525
88,-19.2531715814243
89,-15.94172137162831
90,-10.293993650788721
91,-16.85978135830234
92,-19.616621543755997
93,-19.2531715814243
94,-19.659817796001168
95,-19.887509944813626
96,-17.442272289970738
97,-15.266623556353185
98,-23.154558377068838
99,-19.391703585392474
100,-16.520533360999824
