run_id,return_value
1,-0.09738706132812691
2,-13.882795227626273
3,-9.783151211356545
4,-16.52053336099982
5,-18.303151179492392
6,-12.094397166027724
7,-13.221933770223018
8,-19.55284623852573
9,-19.887509944813623
10,-17.165952675867853
11,-15.728127759608746
12,-16.14463530304689
13,-12.489677307726335
14,-17.916714794382973
15,-4.599737501614848
16,-5.3697506265341035
17,-19.887509944813623
18,-14.47922269293271
19,-15.503292378535521
20,-8.67939192394077
21,-8.67939192394077
22,-19.887509944813623
23,-21.04411935389955
24,-7.456389943424677
25,-17.01679229038722
26,-8.083570446253443
27,-19.887509944813623
28,-7.456389943424677
29,-19.887509944813623
30,-21.23652223125296
31,-19.213864822551894
32,-11.240329269836813
33,-10.293993650788718
34,-9.245422327743732
35,-14.47922269293271
36,-17.691650741698588
37,-6.101263095207399
38,-13.882795227626273
39,-8.083570446253443
40,-19.813035919357844
41,-7.456389943424677
42,-22.952564581406655
43,-18.38799362051777
44,-6.7961999404470275
45,-19.887509944813623
46,-18.213843346834096
47,-11.240329269836813
48,-14.188655466244958
49,-16.694506692949826
50,-6.7961999404470275
51,3.213428124999999
52,-19.887509944813623
53,-19.03483223431606
54,-13.560837081711867
55,-20.162582758033537
56,8.5
57,-19.887509944813623
58,-19.887509944813623
59,-17.807068204613657
60,-9.783151211356545
61,-14.755261558286072
62,-15.017498480371769
63,-10.779293968249279
64,-10.779293968249279
65,-21.722671376525735
66,-19.792837583776006
67,-19.887509944813623
68,-18.687010728871847
69,-2.935997231706202
70,-14.47922269293271
71,-19.253171581424297
72,-14.188655466244958
73,-17.442272289970738
74,-11.678312806344973
75,-18.468593939491882
76,-19.4510124858167
77,-17.165952675867853
78,-19.887509944813623
79,-19.718181605774692
80,-20.58001472230404
81,-19.887509944813623
82,-6.101263095207399
83,-19.887509944813623
84,-18.11983510193063
85,-18.545164242517284
86,-17.01679229038722
87,-16.14463530304689
88,-18.020879054663823
89,-19.478461861525865
90,-12.094397166027724
91,-18.11983510193063
92,-7.456389943424677
93,-19.596443730269467
94,-11.240329269836813
95,-19.887509944813623
96,-19.887509944813623
97,-9.783151211356545
98,-11.678312806344973
99,-14.188655466244958
100,-16.694506692949826
