run_id,return_value
1,25.457510422185894
2,24.19310583355176
3,14.192292227103579
4,7.902980833551762
5,24.02097581921361
6,26.12900947400805
7,20.768812673082053
8,17.414467757548042
9,29.0571762729173
10,22.56113654207031
11,16.814199203464426
12,25.801161776765948
13,20.047675447388624
14,25.325790233411873
15,13.173915997599062
16,22.94529270145433
17,25.31776530903934
18,16.513818782532137
19,16.230692340661538
20,27.232619468810135
21,25.670352292753147
22,14.580139839252269
23,17.01266491075107
24,26.830814855313076
25,12.545778115918546
26,15.320224917735992
27,23.712641454591427
28,26.183735045239374
29,31.316531682842953
30,12.269774031817128
31,22.792675041132906
32,14.422039422777619
33,24.598710095596374
34,22.262786958810487
35,9.320545794192276
36,12.720802038919695
37,27.701272810589696
38,27.829231130836423
39,33.452769945490644
40,14.422039422777619
41,34.26112493080276
42,30.77108945397068
43,6.231498594507837
44,20.46227792893967
45,19.32926634722396
46,20.187337483968157
47,7.045711861832418
48,22.39787506565162
49,22.670040083810484
50,32.80593535376691
51,14.113853409482267
52,18.83048723510557
53,13.283704342081968
54,18.403535380321756
55,11.143425637881146
56,24.180763851748377
57,21.376128766170126
58,25.295504624225128
59,11.41461452444519
60,24.62380698997143
61,20.00343154888483
62,22.262786958810487
63,15.99832476958795
64,12.171805625632217
65,23.23562497095144
66,23.51046969941573
67,20.593205163161926
68,12.97608569898556
69,26.130220678136766
70,18.390543820528727
71,18.92201322222396
72,17.010669521850016
73,26.293645958345543
74,3.4163315407716173
75,31.316531682842953
76,14.726656273717154
77,16.104798339796595
78,21.376128766170126
79,30.86774291161934
80,31.149132386574053
81,16.258536688525954
82,25.31776530903934
83,20.44260363777966
84,19.478574337034647
85,9.302890802672387
86,29.85876190137151
87,18.390013060741907
88,6.107750065651624
89,23.23562497095144
90,20.526903893344087
91,31.903332953354816
92,20.593205163161926
93,19.32926634722396
94,30.10236386271895
95,16.104798339796595
96,30.199291805870637
97,20.44260363777966
98,29.502712883790732
99,22.729585281296153
100,9.222384340633814
